Company Name,Website,Email,Phone,Fax,Address,Employees,Established,Revenue,Facebook,Google+,Twitter,YouTube,Instagram,RSS,Xing,LinkedIn
POLYPLAS Hameln GmbH,www.polyplas.de,info@polyplas.de,+49 5151 7839233,+49 5151 7839235,"Sprengerstr. 60, 31785 Hameln, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POLYRACK TECH-GROUP,www.polyrack.com,info@polyrack.com,+49 7082-79190,+49 7082-7919330,"Steinbeisstr. 4, 75334 Straubenhardt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PLATO GmbH,www.plato.de,info@plato.de,+49 451-9309860,+49 45193098609,"Maria-Goeppert-Str. 15, 23562 Lübeck, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
plasmo Industrietechnik GmbH,www.plasmo.eu,sales@plasmo.eu,+43 1 236 2607-0,+43 1 236 2607-99,"Dresdner Str. 81-85, 1200 Wien, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Plasmatreat GmbH,www.plasmatreat.de,mail@plasmatreat.de,+49 520499600,+49 5204/996033,"Queller Str. 76-80, 33803 Steinhagen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
plantIng GmbH,www.plant-ing.de,info@plant-ing.de,+49 2261 501060,+49 2261 5010699,"Steinmüllerallee 2, 51643 Gummersbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
planetroll GmbH & Co. KG,www.planetroll.de,office@planetroll.de,+49 7393-95180,+49 7393/951898,"Brunnenbergstr. 11-13, 89597 Munderkingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Placke GmbH,www.placke.de,info@placke.de,+49 5422-959980,+49 542243637,"Auf dem Platen 6-11, 49326 Melle, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pizzato Elettrica,www.pizzato.com,info@pizzato.com,+39 42 4470930,+39 42 4470955,"Via Torino 1, 36063 Marostica, Italien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
planemos GmbH,www.planemos.de,info@planemos.de,+49 9131 927960,N/A,"Wetterkreuz 11, 91058 Erlangen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PiSA sales GmbH,www.pisasales.de,info@pisasales.de,+49 30-810700-0,+49 30810700-99,"Fredericiastr. 17 -19, 14050 Berlin, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pitzek GMP Consulting,www.pitzek-consulting.de,info@pitzek-consulting.de,+49 6321 926 26 0,N/A,"Maximilianstr. 21, 67433 Neustadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PINPOOLS GmbH,www.pinpools.com,service@pinpools.de,+49 211-97633827,N/A,"Ohligser Str. 82, 42781 Haan, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
piezosystem jena GmbH,www.piezosystem.de,info@piezojena.com,+49 3641-6688-0,+49 3641668866,"Stockholmer Str. 12, 07747 Jena, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIL Sensoren GmbH,www.pil.de,info@pil.de,+49 6183-91090,+49 6183910955,"Hainstr. 50, 63526 Erlensee, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PINK GmbH Thermosysteme,www.pink.de,info@pink.de,+49 9342-9190,+49 9342-919-111,"Am Keßler 6, 97877 Wertheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pilz GmbH & Co. KG,www.pilz.com,pilz.gmbh@pilz.de,+49 711-34090,+49 711/3409-133,"Felix-Wankel-Str. 2, 73760 Ostfildern, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIERALISI Northern Europe B.V.,www.pieralisi.de,info.germany@pieralisi.com,+49 9303-90820,+49 9303/9082-20,"Ochsenfurter Str. 2, 97246 Eibelstadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Piepenbrock Service GmbH + Co. KG,www.piepenbrock.de,info@piepenbrock.de,+49 541-58410,+49 5415841338,"Hannoversche Str. 91-95, 49084 Osnabrück, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIEL,www.piel.de,info@piel.de,+49 2921-687-0,+49 2921-687-26,"Boleweg 4, 59494 Soest, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PICKERT UND PARTNER GmbH,www.pickert.de,info@pickert.de,+49 721-6652310,+49 721/6652-599,"Händelstr. 10, 76327 Pfinztal, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Picotronic GmbH,www.picotronic.de,N/A,+49 261-98349767,+49 261-98349710,"Rudolf-Diesel-Str. 2 a, 56070 Koblenz, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIEK International Education,"<a href=""https://piektraining.com/de/"" target=""_blank"">https://piektraining.com/de/</a>","<a href=""mailto:support@piektraining.com"">support@piektraining.com</a>",+49 241-9435956,N/A,"Auf der Hüls 198, 52068 Aachen, Deutschland",N/A,1965 gegründet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pickering Interfaces Ltd.,www.pickeringtest.com,info@pickeringsales.com,+44 1255428141,+44 1255475058,"Stephenson Road, CO15 4NL Clacton-on-Sea, Vereinigtes Königreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Picavi GmbH,www.picavi.com,N/A,+49 2407- 55296-11,N/A,"Kaiserstr. 100, 52134 Herzogenrath, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pickering Electronics Ltd,www.pickeringrelay.com,sales@pickeringrelay.com,+44 1255428141,+44 1255475058,"Stephenson Road, CO15 4NL Clacton - on - Sea, Vereinigtes Königreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Physik-Instrumente,www.pi.ws,info@pi.ws,+49 721-48460,+49 7214846100,"Auf der Römerstr. 1, 76228 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PHYNIX GmbH & Co. KG,www.phynix.de,info@phynix.de,+49 2137- 10978-0,+49 2137-10978-28,"Siemensstr. 14, 41469 Neuss, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
phpro - Prozesstechnik für die Pharmaindustrie ,"<a href=""https://prozesstechnik.industrie.de/"" target=""_blank"">https://prozesstechnik.industrie.de/</a>",N/A,+49 7117495-552,N/A,"Konradin-Verlag Robert Kohlhammer GmbH, Ernst-Mey-Str. 8, 70771 Leinfelden-Echterdingen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIA Automation Amberg GmbH,www.piagroup.com,info@piagroup.com,+49 9621-6080,+49 9621/608290,"Wernher-von-Braun-Str. 5, 92224 Amberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phytec Meßtechnik GmbH,www.phytec.de,info@phytec.de,+49 6131-92210,+49 6131922133,"Robert-Koch-Str. 39, 55129 Mainz, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Photonics Systems Holding GmbH,www.photonics-systems-group.com,info@photonics-systems-holding.com,+49 898105-9168-1000,+49 898105-9168-1900,"Pionierstr. 6, 82152 Krailling, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PHOTOCAD GMBH & CO. KG,www.photocad.de,mail@photocad.de,+49 30-56596980,+49 30-565969819,"Landsberger Str. 225, 12623 Berlin, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phoneon GmbH,www.phoneon.eu,info@phoneon.eu,+49 89/89054386,N/A,"Maria-Theresia-Str. 3, 81675 München, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pharmaserv GmbH,www.pharmaserv.de,info@pharmaserv.de,+49 6421-396000,+49 6421 396300,"Emil-von-Behring-Str. 76, 35041 Marburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PHG Peter Hengstler GmbH & Co. KG,www.phg.de,verbindungstechnik@phg.de,+49 7420-89-0,+49 7420-89-33,"Dauchinger Str. 12, 78652 Deißlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
phenox GmbH,www.phenox.net,info@phenox.info,+49 234-36 919-0,+49 234-36 919-19,"Lise-Meitner-Allee 31, 44801 Bochum, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philipp Hafner GmbH & Co. KG,www.hafner-philipp.de,info@hafner-philipp.de,+49 711-95767-0,+49 711957675,"Blumenstr. 46, 70736 Fellbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phoenix Contact GmbH & Co. KG,www.phoenixcontact.com,info@phoenixcontact.com,+49 5235-312-000,+49 5235-31-2-999,"Flachsmarktstr. 8-28, 32825 Blomberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PGH Ingenieurgesellschaft für,www.pgh.de,info@pgh.de,+49 921-5072067-0,+49 921-5072067-99,"Eremitagestr. 36, 95448 Bayreuth, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pflitsch GmbH & Co. KG,www.pflitsch.de,info@pflitsch.de,+49 2192-9110,+49 2192911220,"Ernst-Pflitsch-Str. 1, 42499 Hückeswagen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pfenning logistics GmbH,www.pfenning-logistics.com,info@pfenning-logistics.com,+49 6203-9545-100,+49 6203-9545-99100,"Daimlerstr. 4, 68542 Heddesheim, Deutschland",3.700 Mitarbeiter,1932 gegründet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pfeiffer Vacuum GmbH,"<a href=""http://www.pfeiffer-vacuum.com"" target=""_blank"">www.pfeiffer-vacuum.com</a>","<a href=""mailto:info@pfeiffer-vacuum.de"">info@pfeiffer-vacuum.de</a>",+49 6441-802-0,+49 6441-802-1202,"Berliner Str. 43, 35614 Aßlar, Deutschland",weltweit meh als 3.500,1890 gegründet,N/A,https://www.facebook.com/PfeifferVacuum,N/A,https://twitter.com/PfeifferVacuum,https://www.youtube.com/PfeifferVacuum,N/A,N/A,https://www.xing.com/companies/pfeiffervacuumgmbh,https://www.linkedin.com/company/pfeiffer-vacuum/
Pfeifer und Seibel GmbH,ps-industry.com,info@ps-industry.com,+49 6465 92710,+49 6465 9271500,"Maurerstr. 15, 35236 Breidenbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pfeifer Seil- und Hebetechnik GmbH,www.pfeifer.de,info@pfeifer.de,+49 8331-937-0,+49 8331937294,"Dr.-Karl-Lenz-Str. 66, 87700 Memmingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pfaudler Werke GmbH,www.pfaudler.de,sales-DE@pfaudler.com,+49 7254 9212-0,+49 620226151,"Louis-Schuler-Str. 1, 68753 Waghäusel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angst+Pfister AG,www.angst-pfister.com,chp@angst-pfister.com,+41 448773500,+41 448773525,"Thurgauerstr. 66, 8052 ZÜRICH, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"“PERO” Aktiengesellschaft,",www.pero.ag,pero.info@pero.ag,+49 8231 60110,+49 8231 6011810,"Hunnenstr. 18, 86343 Königsbrunn, Deutschland",ca. 200,1953,"2019 – 32,95 Mio €",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Schröder GmbH,www.schroederschrauben.de,info@schroederschrauben.de,+49 7132-996017,+49 7132996060,"Georg-Ohm-Str. 5, 74235 Erlenbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Lehmann AG,www.plehmann.com,sales@plehmann.com,+41 344096666,+41 344096600,"Bäraustr. 43, 3552 BÄRAU I.E., Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Mies GmbH,www.miguss.de,info@mies-guss.de,+49 2056-961300,+49 2056-961303,"Höseler Str. 138, 42579 Heiligenhaus, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Huber Kältemaschinenbau AG,www.huber-online.com,info@huber-online.com,+49 781-96030,+49 781-57211,"Werner-von-Siemens-Str. 1, 77656 Offenburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Bogacki e.K,www.bogacki.de,info@bogacki.de,+49 9721 782800,+49 9721 782801,"Matthäus-Stäblein-Str. 10, 97424 Schweinfurt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Greven Physioderm GmbH,www.peter-greven.com,hautschutz@peter-greven.de,+49 2251-776170,+49 22517761744,"Procter u. Gamble-Str. 26, 53881 Euskirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Perzeptron GmbH,www.perzeptron.de,info@perzeptron.de,+49 6196-77757910,+49 6196-77757999,"Mergenthalerallee 79- 81, 65760 Eschborn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
perma-tec GmbH & Co. KG,www.perma-tec.com,info@perma-tec.com,+49 9704-6090,+49 9704-60950,"Hammelburger Str. 21, 97717 Euerdorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Perception Park GmbH,www.perception-park.com,info@perception-park.com,+43 69910709408,N/A,"Wartingergasse 42, 8010 Graz, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pepperl+Fuchs SE,www.pepperl-fuchs.com,info@de.pepperl-fuchs.com,+49 621 776-0,+49 621 776-1000,"68301 Mannheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pemtron Europe GmbH,www.pemtron.com,info@pemtron.com,+49 89-87768842,N/A,"Kapellenstr. 11, 85622 Feldkirchen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pender Strahlungsheizung GmbH,http://www.pender.de,N/A,+49 6203-92660,+49 6203926628,"Industriestr. 7, 68526 Ladenburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peiseler GmbH & Co. KG,www.peiseler.de,peiseler.rs@peiseler.de,+49 2191-913-0,+49 2191/913-164,"Morsbachtalstr. 1-3, 42855 Remscheid, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peakboard GmbH,www.peakboard.com,info@peakboard.com,+49 711-46059960,+49 711-46059920,"Kernerstr. 50, 70182 Stuttgart, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCO AG,www.pco.de,info@pco.de,+49 9441-20050,+49 9441200520,"Donaupark 11, 93309 Kelheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCE Deutschland GmbH,www.warensortiment.de,info@warensortiment.de,+49 2903-976990,+49 29039769929,"Im Langel 4, 59872 Meschede, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCB Synotech GmbH,www.synotech.de,info@synotech.de,+49 2433-4444400,+49 2462-99190-,"Porschestr. 20-30, 41836 Hückelhoven, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBU CAD-Systeme GmbH,www.pbu-cad.de,info@pbu-cad.de,+49 8251-81910,+49 8251819129,"Robert-Bosch-Str. 8, 86551 Aichach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pb tec solutions GmbH,http://www.pbtecsolutions.de,info@pbtecsolutions.de,+49 6023-947710,N/A,"Max-Planck-Str. 11, 63755 Alzenau, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBT Works s.r.o.,www.pbt-works.com,info@pbt-works.com,+420 571669311,+420 571654138,"Lesnì 2331, 756 61 Roznov pod Radhostem, Tschechische Republik",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul von der Bank GmbH,www.paulvonderbank.de,info@paulvonderbank.de,+49 2103-24590,+49 2103-24595036,"Max-Volmer-Str. 23, 40724 Hilden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Leibinger GmbH & Co. KG,www.leibinger-numbering.com,info@leibinger-group.com,+49 7461-9286-0,+49 74619286199,"Daimlerstr. 14, 78532 Tuttlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Hafner GmbH Werkzeugbau,www.paul-hafner.de,info@paul-hafner.de,+49 7426-6006 0,+49 7426/6006-50,"Bahnhofstr. 14, 78669 Wellendingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Bungartz GmbH & Co. KG,bungartz.de,pumpen@bungartz.de,+49 211-5779050,+49 211/577905-12,"Düsseldorfer Str. 79, 40545 Düsseldorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PATLITE Europe GmbH,www.patlite.com,info@patlite.eu,+49 811-998197700,+49 811 9981-9770-9,"Am Söldnermoos 8, 85399 Hallbergmoos, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albert Pasvahl (GmbH & Co.),"<a href=""http://www.pasvahl.de"" target=""_blank"">www.pasvahl.de</a>","<a href=""mailto:info@pasvahl.de"">info@pasvahl.de</a>",+49 40-5328520,+49 4053285252,"Oehleckerring 23, 22419 Hamburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parsum Gesellschaft für Partikel-,www.parsum.de,info@parsum.de,+49 371-26758690,+49 371/26758699,"Reichenhainer Str. 34-36, 09126 Chemnitz, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parpas Deutschland GmbH,www.parpas.de,c.klumpp@parpas.de,+49 40-18008248,+49 4018008247,"Dernauer Str. 12, 22047 Hamburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parmi Europe GmbH,"<a href=""http://www.parmi.com"" target=""_blank"">www.parmi.com</a>","<a href=""mailto:parmieurope@parmi.com"">parmieurope@parmi.com</a>",+49 6102 7990980,+49 6102 7990989,"Siemensstr. 14 EG, 63263 Neu Isenburg, Deutschland",ca. 200 Mitarbeiter weltweit,1998 gegründet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.linkedin.com/company/parmi
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parmaco,www.parmaco.ch,info@parmaco.com,+41 719772141,+41 719772122,"Fischingerstr. 75, 8376 Fischingen, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pamas GmbH,www.pamas.de,info@pamas.de,+49 7152-9963-0,+49 7152-9963-54862,"Dieselstr. 10, 71277 Rutesheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pantec AG,www.pantec.com,info@pantec.com,+423 3771333,+423 3771334,"Industriering 21, 9491 Ruggell, Liechtenstein",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Panduit GmbH,www.panduit.de,info@panduit.com,+49 69-7706260,+49 69/770626130,"Am Kronberger Hang 8, 65824 Schwalbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Panasonic Connect Europe GmbH,www.panasonic.de,N/A,+49 89 453541000,N/A,"Robert-Koch-Str. 100, 85521 Ottobrunn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Panasonic Industry Europe GmbH,industrial-panasonic.com/eu,N/A,+49 40-853860,+49 40-85386250,"Winsbergring 15, 22525 Hamburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Panacol-Elosol GmbH,www.panacol.de,info@panacol.de,+49 6171 62020,+49 6171 620290,"Stierstädter Str. 4, 61449 Steinbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAN Metallgesellschaft,www.pan-metall.com,kontakt@pan-metall.com,+49 621-423030,+49 621-423030-,"Am Oberen Luisenpark 3, 68165 Mannheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pama S.p.A.,www.pama.it,info@pama.it,+39 464455511,+39 4644386609,"Via del Lavoro 10, 38068 Rovereto, Italien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PALLMANN,www.pallmann.eu,management@pallmann-online.de,+49 6332-8020,+49 6332802106,"Wolfslochstr. 51, 66482 Zweibrücken, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Palas GmbH,www.palas.de,mail@palas.de,+49 721-962130,+49 721/9621333,"Greschbachstr. 3 B, 76229 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAGGEN WERKZEUGTECHNIK GmbH,www.paggen.de,info@paggen.de,+49 8151-16190,+49 815128554,"Söckinger Str. 12, 82319 Starnberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paessler AG,www.paessler.com,info@paessler.com,+49 911 937750,+49 911 93775409,"Thurn-und-Taxis-Str. 14, 90411 Nürnberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fullwood Packo NV,www.packoindustry.com/de/home,N/A,+32 50250661,+32 32 50 200 752,"Torhoutsesteenweg 154, 8210 ZEDELGEM, Belgien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PACE Worldwide,www.paceworldwide.com,N/A,+1 910-695-7223,N/A,"Grant Road 346, 28394 Vass, USA",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pac Tech - Packaging,www.pactech.de,info@pactech.de,+49 3321-4495130,+49 3321-4495110,"Am Schlangenhorst 7-9, 14641 Nauen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
oxaion GmbH,www.oxaion.de,info@oxaion.de,+49 7243-2607200,+49 7243-2607-235,"Pforzheimer Str. 128, 76275 Ettlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P.E. Schall GmbH und Co. KG,www.schall-messen.de,info@schall-messen.de,+49 7025-92060,+49 7025-9206-620,"Gustav-Werner-Str. 6, 72636 Frickenhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P K T Präzisions- Kunststoff-,www.pkt-gmbh.de,info@pkt-gmbh.de,+49 7234-95500,+49 7234/1010,"Daimlerstr. 5- 7, 75233 Tiefenbronn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P + V GmbH Präzisions- und,www.pv-gmbh.com,info@pv-gmbh.com,+49 7940-92000,+49 7940920050,"Dornäckerweg 5, 74653 Künzelsau, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
otego GmbH,www.otego.de,info@otego.de,+49 721-60845653,N/A,"Haid-und-Neu-Str. 7, 76131 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oxidkeramik J. Cardenas GmbH,www.oxidkeramik.de,info@oxidkeramik.de,+49 7161-93820,+49 7161938222,"Siemensstr. 2, 73095 Albershausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ottobock SE & Co. KGaA,www.ottobock.com,info@ottobock.com,+49 5527-848-0,+49 5527-848-1414,"Max-Näder-Str. 15, 37115 Duderstadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Otto Künnecke GmbH,www.kuennecke.com,contact@kuennecke.com,+49 5531-93000,+49 5531-930090,"Bülte 1, 37603 Holzminden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Otto Roth GmbH & Co. KG,"<a href=""http://www.ottoroth.de"" target=""_blank"">www.ottoroth.de</a>","<a href=""mailto:info@ottoroth.de"">info@ottoroth.de</a>",+49 711-13880,+49 7111388233,"Rutesheimer Str. 22, 70499 Stuttgart, Deutschland",305 (in der Unternehmensgruppe),1914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
